plan_type,country,month,play_count,unique_listeners
Premium,"Congo, the Democratic Republic of the",2008-05,198,1
Premium,"Congo, the Democratic Republic of the",2008-06,226,1
Premium,"Congo, the Democratic Republic of the",2008-07,212,1
Premium,"Congo, the Democratic Republic of the",2008-08,94,1
Premium,"Congo, the Democratic Republic of the",2008-09,162,1
Premium,"Congo, the Democratic Republic of the",2008-10,394,1
Premium,"Congo, the Democratic Republic of the",2008-11,486,1
Premium,"Congo, the Democratic Republic of the",2008-12,260,1
Premium,"Congo, the Democratic Republic of the",2009-01,80,1
Premium,"Congo, the Democratic Republic of the",2009-02,140,1
Premium,"Congo, the Democratic Republic of the",2009-03,63,1
Premium,"Congo, the Democratic Republic of the",2009-04,116,1
Premium,Cote D'Ivoire,2008-02,1437,1
Premium,Cote D'Ivoire,2008-03,1923,1
Premium,Cote D'Ivoire,2008-04,997,1
Premium,Cote D'Ivoire,2008-05,373,1
Premium,Cote D'Ivoire,2008-06,969,1
Premium,Cote D'Ivoire,2008-07,1231,1
Premium,Cote D'Ivoire,2008-08,314,1
Premium,Cote D'Ivoire,2008-09,1061,1
Premium,Cote D'Ivoire,2008-10,1022,1
Premium,Cote D'Ivoire,2008-11,1062,1
Premium,Cote D'Ivoire,2008-12,932,1
Premium,Cote D'Ivoire,2009-01,1104,1
Premium,Cote D'Ivoire,2009-02,477,1
Premium,Cote D'Ivoire,2009-03,237,1
Premium,Cote D'Ivoire,2009-04,540,1
Premium,Cote D'Ivoire,2009-05,64,1
Premium,Croatia,2006-08,124,1
Premium,Croatia,2006-09,424,1
Premium,Croatia,2006-10,706,1
Premium,Croatia,2006-11,1064,1
Premium,Croatia,2006-12,597,1
Premium,Croatia,2007-01,543,1
Premium,Croatia,2007-02,860,1
Premium,Croatia,2007-03,224,1
Premium,Croatia,2007-04,255,2
Premium,Croatia,2007-05,1119,2
Premium,Croatia,2007-06,1109,2
Premium,Croatia,2007-07,2143,2
Premium,Croatia,2007-08,1497,2
Premium,Croatia,2007-09,809,2
Premium,Croatia,2007-10,2007,2
Premium,Croatia,2007-11,2501,2
Premium,Croatia,2007-12,1354,2
Premium,Croatia,2008-01,1511,3
Premium,Croatia,2008-02,3835,3
Premium,Croatia,2008-03,3867,2
Premium,Croatia,2008-04,2559,2
Premium,Croatia,2008-05,1895,2
Premium,Croatia,2008-06,2445,2
Premium,Croatia,2008-07,1648,2
Premium,Croatia,2008-08,1546,2
Premium,Croatia,2008-09,1482,2
Premium,Croatia,2008-10,1293,2
Premium,Croatia,2008-11,859,2
Premium,Croatia,2008-12,572,2
Premium,Croatia,2009-01,1432,2
Premium,Croatia,2009-02,458,2
Premium,Croatia,2009-03,3614,3
Premium,Croatia,2009-04,5037,3
Premium,Croatia,2009-05,468,3
Premium,Czech Republic,2007-08,1042,1
Premium,Czech Republic,2007-09,1001,1
Premium,Czech Republic,2007-10,1220,1
Premium,Czech Republic,2007-11,1183,1
Premium,Czech Republic,2007-12,959,1
Premium,Czech Republic,2008-01,976,1
Premium,Czech Republic,2008-02,883,1
Premium,Czech Republic,2008-03,651,1
Premium,Czech Republic,2008-04,649,1
Premium,Czech Republic,2008-05,461,1
Premium,Czech Republic,2008-06,314,1
Premium,Czech Republic,2008-07,467,1
Premium,Czech Republic,2008-08,284,1
Premium,Czech Republic,2008-09,260,1
Premium,Czech Republic,2008-10,663,1
Premium,Czech Republic,2008-11,858,1
Premium,Czech Republic,2008-12,786,1
Premium,Czech Republic,2009-01,668,1
Premium,Czech Republic,2009-02,699,1
Premium,Czech Republic,2009-03,1079,1
Premium,Czech Republic,2009-04,1082,1
Premium,Czech Republic,2009-05,1,1
Premium,Estonia,2006-06,205,1
Premium,Estonia,2006-07,1327,1
Premium,Estonia,2006-08,1570,1
Premium,Estonia,2006-09,642,1
Premium,Estonia,2006-10,1192,1
Premium,Estonia,2006-11,716,1
Premium,Estonia,2006-12,983,1
Premium,Estonia,2007-01,721,1
Premium,Estonia,2007-02,412,1
Premium,Estonia,2007-03,206,1
Premium,Estonia,2007-04,656,1
Premium,Estonia,2007-05,522,1
Premium,Estonia,2007-06,185,1
Premium,Estonia,2007-07,330,1
Premium,Estonia,2007-08,231,1
Premium,Estonia,2007-09,97,1
Premium,Estonia,2007-10,129,1
Premium,Estonia,2007-11,179,1
Premium,Estonia,2007-12,147,1
Premium,Estonia,2008-01,121,1
Premium,Estonia,2008-06,28,1
Premium,Finland,2005-02,205,1
Premium,Finland,2005-03,883,1
Premium,Finland,2005-04,265,1
Premium,Finland,2005-05,154,1
Premium,Finland,2005-07,500,1
Premium,Finland,2005-08,508,1
Premium,Finland,2005-09,824,2
Premium,Finland,2005-10,578,2
Premium,Finland,2005-11,2434,2
Premium,Finland,2005-12,1704,3
Premium,Finland,2006-01,1224,3
Premium,Finland,2006-02,1659,4
Premium,Finland,2006-03,1948,4
Premium,Finland,2006-04,2744,5
Premium,Finland,2006-05,3650,5
Premium,Finland,2006-06,3736,5
Premium,Finland,2006-07,4192,7
Premium,Finland,2006-08,3606,7
Premium,Finland,2006-09,2712,7
Premium,Finland,2006-10,3213,7
Premium,Finland,2006-11,3935,8
Premium,Finland,2006-12,6074,9
Premium,Finland,2007-01,6429,10
Premium,Finland,2007-02,4971,10
Premium,Finland,2007-03,4074,10
Premium,Finland,2007-04,3294,10
Premium,Finland,2007-05,2721,9
Premium,Finland,2007-06,1855,9
Premium,Finland,2007-07,1150,8
Premium,Finland,2007-08,1429,10
Premium,Finland,2007-09,2924,9
Premium,Finland,2007-10,3830,8
Premium,Finland,2007-11,5253,10
Premium,Finland,2007-12,3513,10
Premium,Finland,2008-01,5239,10
Premium,Finland,2008-02,3209,11
Premium,Finland,2008-03,3014,10
Premium,Finland,2008-04,3005,9
Premium,Finland,2008-05,2684,6
Premium,Finland,2008-06,1878,7
Premium,Finland,2008-07,1855,8
Premium,Finland,2008-08,3269,9
Premium,Finland,2008-09,4185,8
Premium,Finland,2008-10,4114,9
Premium,Finland,2008-11,5324,10
Premium,Finland,2008-12,4371,9
Premium,Finland,2009-01,3716,10
Premium,Finland,2009-02,3701,9
Premium,Finland,2009-03,3670,10
Premium,Finland,2009-04,3518,9
Premium,Finland,2009-05,2743,8
Premium,France,2006-04,574,1
Premium,France,2006-05,1230,1
Premium,France,2006-06,1599,1
Premium,France,2006-07,2197,1
Premium,France,2006-08,855,1
Premium,France,2006-09,1037,1
Premium,France,2006-10,1701,1
Premium,France,2006-11,1590,1
Premium,France,2006-12,709,1
Premium,France,2007-01,1030,2
Premium,France,2007-02,1400,2
Premium,France,2007-03,1447,2
Premium,France,2007-04,995,2
Premium,France,2007-05,1632,2
Premium,France,2007-06,1296,2
Premium,France,2007-07,545,2
Premium,France,2007-08,1650,2
Premium,France,2007-09,2067,3
Premium,France,2007-10,2726,3
Premium,France,2007-11,2768,3
Premium,France,2007-12,3206,3
Premium,France,2008-01,2678,3
Premium,France,2008-02,3350,3
Premium,France,2008-03,2572,3
Premium,France,2008-04,3141,4
Premium,France,2008-05,3782,4
Premium,France,2008-06,2380,4
Premium,France,2008-07,2860,4
Premium,France,2008-08,663,4
Premium,France,2008-09,2518,4
Premium,France,2008-10,1286,4
Premium,France,2008-11,1155,4
Premium,France,2008-12,1100,4
Premium,France,2009-01,2407,4
Premium,France,2009-02,3731,5
Premium,France,2009-03,4597,5
Premium,France,2009-04,3452,5
Premium,France,2009-05,175,3
Premium,Germany,2005-02,474,1
Premium,Germany,2005-03,606,1
Premium,Germany,2005-04,904,1
Premium,Germany,2005-05,418,1
Premium,Germany,2005-06,480,1
Premium,Germany,2005-07,549,1
Premium,Germany,2005-08,278,1
Premium,Germany,2005-09,278,1
Premium,Germany,2005-10,791,2
Premium,Germany,2005-11,1699,3
Premium,Germany,2005-12,2678,5
Premium,Germany,2006-01,4628,6
Premium,Germany,2006-02,2408,6
Premium,Germany,2006-03,2447,6
Premium,Germany,2006-04,1882,7
Premium,Germany,2006-05,2174,7
Premium,Germany,2006-06,1952,6
Premium,Germany,2006-07,2452,5
Premium,Germany,2006-08,3759,7
Premium,Germany,2006-09,2309,8
Premium,Germany,2006-10,2857,6
Premium,Germany,2006-11,3334,6
Premium,Germany,2006-12,2813,8
Premium,Germany,2007-01,3541,8
Premium,Germany,2007-02,3368,9
Premium,Germany,2007-03,3659,9
Premium,Germany,2007-04,2397,9
Premium,Germany,2007-05,3639,9
Premium,Germany,2007-06,3488,10
Premium,Germany,2007-07,5357,11
Premium,Germany,2007-08,5766,11
Premium,Germany,2007-09,5161,11
Premium,Germany,2007-10,5207,11
Premium,Germany,2007-11,5854,11
Premium,Germany,2007-12,4345,10
Premium,Germany,2008-01,5813,11
Premium,Germany,2008-02,3662,10
Premium,Germany,2008-03,4061,12
Premium,Germany,2008-04,2997,12
Premium,Germany,2008-05,4468,11
Premium,Germany,2008-06,5429,10
Premium,Germany,2008-07,5441,13
Premium,Germany,2008-08,4146,12
Premium,Germany,2008-09,4796,10
Premium,Germany,2008-10,5260,11
Premium,Germany,2008-11,4227,12
Premium,Germany,2008-12,4477,12
Premium,Germany,2009-01,7612,12
Premium,Germany,2009-02,5652,11
Premium,Germany,2009-03,5490,11
Premium,Germany,2009-04,5519,12
Premium,Germany,2009-05,699,10
Premium,Greece,2008-05,1017,1
Premium,Greece,2008-06,1070,1
Premium,Greece,2008-07,1160,1
Premium,Greece,2008-08,723,1
Premium,Greece,2008-09,1321,1
Premium,Greece,2008-10,994,1
Premium,Greece,2008-11,875,1
Premium,Greece,2008-12,563,1
Premium,Greece,2009-01,477,1
Premium,Greece,2009-02,419,1
Premium,Greece,2009-03,919,1
Premium,Greece,2009-04,459,1
Premium,Hungary,2007-01,1012,1
Premium,Hungary,2007-02,847,1
Premium,Hungary,2007-03,1071,1
Premium,Hungary,2007-04,1021,1
Premium,Hungary,2007-05,1258,1
Premium,Hungary,2007-06,1093,1
Premium,Hungary,2007-07,767,1
Premium,Hungary,2007-08,682,1
Premium,Hungary,2007-09,687,1
Premium,Hungary,2007-10,657,1
Premium,Hungary,2007-11,1329,1
Premium,Hungary,2007-12,814,1
Premium,Hungary,2008-01,603,1
Premium,Hungary,2008-02,164,1
Premium,Hungary,2008-03,186,1
Premium,Hungary,2008-04,153,1
Premium,Hungary,2008-05,342,1
Premium,Hungary,2008-06,289,1
Premium,Hungary,2008-07,154,1
Premium,Hungary,2008-08,146,1
Premium,Hungary,2008-09,155,1
Premium,Hungary,2008-10,241,1
Premium,Hungary,2008-11,214,1
Premium,Hungary,2008-12,137,1
Premium,Hungary,2009-01,125,1
Premium,Hungary,2009-02,69,1
Premium,Hungary,2009-03,204,1
Premium,Hungary,2009-04,219,1
Premium,India,2007-06,1233,1
Premium,India,2007-07,1202,1
Premium,India,2007-08,1421,1
Premium,India,2007-09,1013,1
Premium,India,2007-10,932,1
Premium,India,2007-11,618,1
Premium,India,2007-12,729,1
Premium,India,2008-01,1204,1
Premium,India,2008-02,1244,1
Premium,India,2008-03,745,1
Premium,India,2008-04,886,1
Premium,India,2008-05,794,1
Premium,India,2008-06,657,1
Premium,India,2008-07,456,1
Premium,India,2008-08,275,1
Premium,India,2008-09,1342,1
Premium,India,2008-10,1066,1
Premium,India,2008-11,764,1
Premium,India,2008-12,847,1
Premium,India,2009-01,825,1
Premium,India,2009-02,749,1
Premium,India,2009-03,494,1
Premium,India,2009-04,656,1
Premium,India,2009-05,56,1
Premium,Ireland,2007-01,24,1
Premium,Ireland,2007-02,1913,1
Premium,Ireland,2007-03,1427,1
Premium,Ireland,2007-04,1691,1
Premium,Ireland,2007-05,1322,1
Premium,Ireland,2007-06,1007,1
Premium,Ireland,2007-07,398,1
Premium,Ireland,2007-08,476,1
Premium,Ireland,2007-09,327,1
Premium,Ireland,2007-10,316,1
Premium,Ireland,2007-11,795,1
Premium,Ireland,2007-12,443,1
Premium,Ireland,2008-01,686,1
Premium,Ireland,2008-02,265,1
Premium,Ireland,2008-03,344,1
Premium,Ireland,2008-04,187,1
Premium,Ireland,2008-05,480,1
Premium,Ireland,2008-06,307,1
Premium,Ireland,2008-07,354,1
Premium,Ireland,2008-08,420,1
Premium,Ireland,2008-10,123,1
Premium,Ireland,2008-11,247,1
Premium,Ireland,2008-12,695,1
Premium,Ireland,2009-01,122,1
Premium,Ireland,2009-02,133,1
Premium,Ireland,2009-03,264,1
Premium,Ireland,2009-04,198,1
Premium,Ireland,2009-05,24,1
Premium,Israel,2008-08,1086,1
Premium,Israel,2008-09,682,1
Premium,Israel,2008-10,1395,1
Premium,Israel,2008-11,1953,1
Premium,Israel,2008-12,1804,1
Premium,Israel,2009-01,1839,1
Premium,Israel,2009-02,1988,1
Premium,Israel,2009-03,1761,1
Premium,Israel,2009-04,2169,1
Premium,Israel,2009-05,129,1
Premium,Italy,2005-02,6,1
Premium,Italy,2005-03,269,1
Premium,Italy,2005-08,128,1
Premium,Italy,2005-09,312,1
Premium,Italy,2005-10,196,1
Premium,Italy,2005-11,442,1
Premium,Italy,2005-12,293,1
Premium,Italy,2006-01,291,1
Premium,Italy,2006-02,145,1
Premium,Italy,2006-03,215,2
Premium,Italy,2006-04,109,2
Premium,Italy,2006-05,758,2
Premium,Italy,2006-06,847,2
Premium,Italy,2006-07,359,2
Premium,Italy,2006-08,95,1
Premium,Italy,2006-09,951,4
Premium,Italy,2006-10,1041,4
Premium,Italy,2006-11,1637,4
Premium,Italy,2006-12,1230,5
Premium,Italy,2007-01,4669,6
Premium,Italy,2007-02,4129,8
Premium,Italy,2007-03,4802,8
Premium,Italy,2007-04,3823,8
Premium,Italy,2007-05,4403,8
Premium,Italy,2007-06,3207,8
Premium,Italy,2007-07,4777,9
Premium,Italy,2007-08,4533,9
Premium,Italy,2007-09,6345,9
Premium,Italy,2007-10,3847,9
Premium,Italy,2007-11,4323,9
Premium,Italy,2007-12,4523,9
Premium,Italy,2008-01,4565,10
Premium,Italy,2008-02,4057,9
Premium,Italy,2008-03,4199,9
Premium,Italy,2008-04,3800,9
Premium,Italy,2008-05,7078,8
Premium,Italy,2008-06,5107,9
Premium,Italy,2008-07,4326,9
Premium,Italy,2008-08,6009,10
Premium,Italy,2008-09,6599,10
Premium,Italy,2008-10,4690,10
Premium,Italy,2008-11,4121,9
Premium,Italy,2008-12,3293,9
Premium,Italy,2009-01,4309,10
Premium,Italy,2009-02,3319,9
Premium,Italy,2009-03,3200,10
Premium,Italy,2009-04,2931,9
Premium,Italy,2009-05,1576,10
Premium,Japan,2005-05,37,1
Premium,Japan,2005-06,77,1
Premium,Japan,2005-07,111,1
Premium,Japan,2005-08,50,1
Premium,Japan,2005-09,141,1
Premium,Japan,2005-10,215,1
Premium,Japan,2005-11,239,1
Premium,Japan,2005-12,276,1
Premium,Japan,2006-01,249,1
Premium,Japan,2006-02,502,1
Premium,Japan,2006-03,269,1
Premium,Japan,2006-04,297,1
Premium,Japan,2006-05,414,2
Premium,Japan,2006-06,102,2
Premium,Japan,2006-07,274,2
Premium,Japan,2006-08,677,3
Premium,Japan,2006-09,1149,3
Premium,Japan,2006-10,784,2
Premium,Japan,2006-11,756,2
Premium,Japan,2006-12,741,2
Premium,Japan,2007-01,337,3
Premium,Japan,2007-02,118,2
Premium,Japan,2007-03,707,2
Premium,Japan,2007-04,634,2
Premium,Japan,2007-05,497,2
Premium,Japan,2007-06,883,2
Premium,Japan,2007-07,407,2
Premium,Japan,2007-08,687,2
Premium,Japan,2007-09,243,2
Premium,Japan,2007-10,1616,3
Premium,Japan,2007-11,711,3
Premium,Japan,2007-12,1069,3
Premium,Japan,2008-01,531,3
Premium,Japan,2008-02,622,2
Premium,Japan,2008-03,742,3
Premium,Japan,2008-04,645,3
Premium,Japan,2008-05,599,3
Premium,Japan,2008-06,777,3
Premium,Japan,2008-07,827,3
Premium,Japan,2008-08,828,3
Premium,Japan,2008-09,1061,3
Premium,Japan,2008-10,639,3
Premium,Japan,2008-11,1266,3
Premium,Japan,2008-12,2001,3
Premium,Japan,2009-01,1652,2
Premium,Japan,2009-02,1284,2
Premium,Japan,2009-03,1408,2
Premium,Japan,2009-04,1818,3
Premium,Japan,2009-05,153,2
Premium,Latvia,2008-09,436,1
Premium,Latvia,2008-10,965,1
Premium,Latvia,2008-11,1667,1
Premium,Latvia,2008-12,2876,1
Premium,Latvia,2009-01,3004,1
Premium,Latvia,2009-02,1174,1
Premium,Latvia,2009-03,880,1
Premium,Latvia,2009-04,464,1
Premium,Latvia,2009-05,170,1
Premium,Lithuania,2006-03,939,1
Premium,Lithuania,2006-04,1808,1
Premium,Lithuania,2006-05,1621,1
Premium,Lithuania,2006-06,1193,1
Premium,Lithuania,2006-07,1351,1
Premium,Lithuania,2006-08,1157,1
Premium,Lithuania,2006-09,150,1
Premium,Lithuania,2006-10,135,1
Premium,Lithuania,2006-11,255,1
Premium,Lithuania,2006-12,564,1
Premium,Lithuania,2007-01,389,1
Premium,Lithuania,2007-02,178,1
Premium,Lithuania,2007-03,190,1
Premium,Lithuania,2007-04,387,1
Premium,Lithuania,2007-05,180,1
Premium,Lithuania,2007-06,10,1
Premium,Lithuania,2007-07,109,1
Premium,Lithuania,2007-09,210,1
Premium,Lithuania,2007-10,851,1
Premium,Lithuania,2007-11,774,1
Premium,Lithuania,2007-12,1616,1
Premium,Lithuania,2008-01,1487,1
Premium,Lithuania,2008-02,277,1
Premium,Lithuania,2008-03,113,1
Premium,Lithuania,2008-04,39,1
Premium,Lithuania,2008-05,2,1
Premium,Lithuania,2008-06,23,1
Premium,Lithuania,2008-08,32,1
Premium,Lithuania,2008-09,21,1
Premium,Lithuania,2008-12,35,1
Premium,Lithuania,2009-01,1,1
Premium,Macedonia,2008-09,339,1
Premium,Macedonia,2008-10,990,1
Premium,Macedonia,2008-11,1477,1
Premium,Macedonia,2008-12,1161,1
Premium,Macedonia,2009-01,1086,1
Premium,Macedonia,2009-02,1125,1
Premium,Macedonia,2009-03,1593,1
Premium,Macedonia,2009-04,741,1
Premium,Macedonia,2009-05,123,1
Premium,Malta,2006-02,314,1
Premium,Malta,2006-03,136,1
Premium,Malta,2006-04,11,1
Premium,Malta,2006-05,489,1
Premium,Malta,2006-06,387,1
Premium,Malta,2006-07,163,1
Premium,Malta,2006-08,127,1
Premium,Malta,2006-09,109,1
Premium,Malta,2007-02,127,1
Premium,Malta,2007-03,404,1
Premium,Malta,2007-04,243,1
Premium,Malta,2007-05,283,1
Premium,Malta,2007-06,322,1
Premium,Malta,2007-07,441,1
Premium,Malta,2007-08,212,1
Premium,Malta,2007-09,151,1
Premium,Malta,2007-10,295,1
Premium,Malta,2007-11,217,1
Premium,Malta,2007-12,105,1
Premium,Malta,2008-01,83,1
Premium,Malta,2008-02,19,1
Premium,Malta,2008-03,208,1
Premium,Malta,2008-04,296,1
Premium,Malta,2008-05,62,1
Premium,Malta,2008-06,361,1
Premium,Malta,2008-07,82,1
Premium,Malta,2008-08,262,1
Premium,Malta,2008-09,251,1
Premium,Malta,2008-10,117,1
Premium,Malta,2008-11,116,1
Premium,Malta,2008-12,86,1
Premium,Malta,2009-03,119,1
Premium,Malta,2009-04,188,1
Premium,Mexico,2005-04,56,1
Premium,Mexico,2005-05,11,1
Premium,Mexico,2005-06,102,1
Premium,Mexico,2005-07,498,1
Premium,Mexico,2005-08,73,1
Premium,Mexico,2005-09,66,1
Premium,Mexico,2005-11,15,1
Premium,Mexico,2006-01,4,1
Premium,Mexico,2006-02,3,1
Premium,Mexico,2006-03,4,1
Premium,Mexico,2006-04,32,1
Premium,Mexico,2006-05,18,1
Premium,Mexico,2006-07,11,1
Premium,Mexico,2006-08,231,1
Premium,Mexico,2006-09,64,1
Premium,Mexico,2006-10,1598,2
Premium,Mexico,2006-11,1535,2
Premium,Mexico,2006-12,1595,2
Premium,Mexico,2007-01,1345,1
Premium,Mexico,2007-02,945,2
Premium,Mexico,2007-03,1024,2
Premium,Mexico,2007-04,879,3
Premium,Mexico,2007-05,2242,3
Premium,Mexico,2007-06,697,2
Premium,Mexico,2007-07,1556,3
Premium,Mexico,2007-08,1526,3
Premium,Mexico,2007-09,3146,3
Premium,Mexico,2007-10,1337,3
Premium,Mexico,2007-11,1539,3
Premium,Mexico,2007-12,1003,3
Premium,Mexico,2008-01,602,3
Premium,Mexico,2008-02,1284,3
Premium,Mexico,2008-03,994,3
Premium,Mexico,2008-04,669,3
Premium,Mexico,2008-05,1056,3
Premium,Mexico,2008-06,1134,3
Premium,Mexico,2008-07,1195,3
Premium,Mexico,2008-08,684,3
Premium,Mexico,2008-09,492,2
Premium,Mexico,2008-10,668,2
Premium,Mexico,2008-11,783,3
Premium,Mexico,2008-12,621,3
Premium,Mexico,2009-01,424,3
Premium,Mexico,2009-02,377,2
Premium,Mexico,2009-03,569,2
Premium,Mexico,2009-04,417,2
Premium,Mexico,2009-05,17,1
Premium,Morocco,2007-08,305,1
Premium,Morocco,2007-09,1325,1
Premium,Morocco,2007-10,2110,1
Premium,Morocco,2007-11,279,1
Premium,Morocco,2007-12,412,1
Premium,Morocco,2008-01,812,1
Premium,Morocco,2008-02,610,1
Premium,Morocco,2008-03,502,1
Premium,Morocco,2008-04,1441,1
Premium,Morocco,2008-05,1386,1
Premium,Morocco,2008-06,689,1
Premium,Morocco,2008-07,417,1
Premium,Morocco,2008-08,361,1
Premium,Morocco,2008-09,1275,1
Premium,Morocco,2008-10,280,1
Premium,Morocco,2008-11,775,1
Premium,Morocco,2008-12,1160,1
Premium,Morocco,2009-01,1230,1
Premium,Morocco,2009-02,803,1
Premium,Morocco,2009-03,1672,1
Premium,Morocco,2009-04,1580,1
Premium,Morocco,2009-05,222,1
Premium,Netherlands,2005-05,111,1
Premium,Netherlands,2005-06,456,1
Premium,Netherlands,2005-07,116,1
Premium,Netherlands,2005-08,142,1
Premium,Netherlands,2005-09,123,1
Premium,Netherlands,2005-10,238,1
Premium,Netherlands,2005-11,320,1
Premium,Netherlands,2005-12,267,1
Premium,Netherlands,2006-01,642,1
Premium,Netherlands,2006-02,510,1
Premium,Netherlands,2006-03,615,1
Premium,Netherlands,2006-04,465,1
Premium,Netherlands,2006-05,784,1
Premium,Netherlands,2006-06,812,1
Premium,Netherlands,2006-07,471,1
Premium,Netherlands,2006-08,410,1
Premium,Netherlands,2006-09,305,2
Premium,Netherlands,2006-10,538,2
Premium,Netherlands,2006-11,1056,2
Premium,Netherlands,2006-12,1475,2
Premium,Netherlands,2007-01,1322,3
Premium,Netherlands,2007-02,1237,3
Premium,Netherlands,2007-03,1661,3
Premium,Netherlands,2007-04,1824,3
Premium,Netherlands,2007-05,1467,3
Premium,Netherlands,2007-06,1193,3
Premium,Netherlands,2007-07,950,3
Premium,Netherlands,2007-08,959,3
Premium,Netherlands,2007-09,686,3
Premium,Netherlands,2007-10,765,3
Premium,Netherlands,2007-11,796,4
Premium,Netherlands,2007-12,797,3
Premium,Netherlands,2008-01,1223,4
Premium,Netherlands,2008-02,1841,4
Premium,Netherlands,2008-03,2623,4
Premium,Netherlands,2008-04,1533,4
Premium,Netherlands,2008-05,1552,4
Premium,Netherlands,2008-06,1136,4
Premium,Netherlands,2008-07,841,4
Premium,Netherlands,2008-08,722,4
Premium,Netherlands,2008-09,1480,5
Premium,Netherlands,2008-10,2541,6
Premium,Netherlands,2008-11,3059,6
Premium,Netherlands,2008-12,4214,5
Premium,Netherlands,2009-01,7087,6
Premium,Netherlands,2009-02,3327,6
Premium,Netherlands,2009-03,5106,6
Premium,Netherlands,2009-04,4100,6
Premium,Netherlands,2009-05,998,3
Premium,New Zealand,2005-12,1313,1
Premium,New Zealand,2006-02,10,1
Premium,New Zealand,2006-03,111,1
Premium,New Zealand,2006-04,30,1
Premium,New Zealand,2006-05,1628,1
Premium,New Zealand,2006-06,1178,1
Premium,New Zealand,2006-07,988,1
Premium,New Zealand,2006-08,611,1
Premium,New Zealand,2006-09,151,1
Premium,New Zealand,2006-10,30,1
Premium,New Zealand,2006-11,294,1
Premium,New Zealand,2006-12,165,1
Premium,New Zealand,2007-01,281,1
Premium,New Zealand,2007-02,188,1
Premium,New Zealand,2007-03,105,1
Premium,New Zealand,2007-04,114,1
Premium,New Zealand,2007-07,187,1
Premium,New Zealand,2007-08,58,1
Premium,New Zealand,2007-09,33,1
Premium,New Zealand,2007-10,1094,2
Premium,New Zealand,2007-11,783,2
Premium,New Zealand,2007-12,1233,2
Premium,New Zealand,2008-01,1861,2
Premium,New Zealand,2008-02,402,2
Premium,New Zealand,2008-03,302,2
Premium,New Zealand,2008-04,348,2
Premium,New Zealand,2008-05,555,1
Premium,New Zealand,2008-06,459,1
Premium,New Zealand,2008-07,350,1
Premium,New Zealand,2008-10,28,1
Premium,New Zealand,2008-11,289,1
Premium,New Zealand,2008-12,1622,1
Premium,New Zealand,2009-01,1316,2
Premium,New Zealand,2009-02,1398,2
Premium,New Zealand,2009-03,1328,2
Premium,New Zealand,2009-04,564,1
Premium,New Zealand,2009-05,124,2
Premium,Norway,2005-04,2134,3
Premium,Norway,2005-05,1950,3
Premium,Norway,2005-06,2617,4
Premium,Norway,2005-07,2147,4
Premium,Norway,2005-08,2526,4
Premium,Norway,2005-09,3201,4
Premium,Norway,2005-10,2396,4
Premium,Norway,2005-11,1959,4
Premium,Norway,2005-12,2304,5
Premium,Norway,2006-01,3147,5
Premium,Norway,2006-02,2423,6
Premium,Norway,2006-03,4791,7
Premium,Norway,2006-04,3997,7
Premium,Norway,2006-05,4119,7
Premium,Norway,2006-06,4277,8
Premium,Norway,2006-07,2827,7
Premium,Norway,2006-08,3044,8
Premium,Norway,2006-09,6330,9
Premium,Norway,2006-10,7939,8
Premium,Norway,2006-11,8165,9
Premium,Norway,2006-12,4192,9
Premium,Norway,2007-01,5963,11
Premium,Norway,2007-02,7067,10
Premium,Norway,2007-03,5555,12
Premium,Norway,2007-04,4813,12
Premium,Norway,2007-05,5412,10
Premium,Norway,2007-06,3286,9
Premium,Norway,2007-07,2073,7
Premium,Norway,2007-08,2580,9
Premium,Norway,2007-09,3851,9
Premium,Norway,2007-10,3955,10
Premium,Norway,2007-11,2985,10
Premium,Norway,2007-12,3627,10
Premium,Norway,2008-01,3896,10
Premium,Norway,2008-02,2962,11
Premium,Norway,2008-03,4585,11
Premium,Norway,2008-04,2836,12
Premium,Norway,2008-05,3295,12
Premium,Norway,2008-06,4025,13
Premium,Norway,2008-07,3308,12
Premium,Norway,2008-08,3629,12
Premium,Norway,2008-09,2715,10
Premium,Norway,2008-10,3209,11
Premium,Norway,2008-11,5505,13
Premium,Norway,2008-12,3516,12
Premium,Norway,2009-01,3690,12
Premium,Norway,2009-02,3949,11
Premium,Norway,2009-03,6194,11
Premium,Norway,2009-04,3208,12
Premium,Norway,2009-05,1519,9
Premium,Poland,2005-10,492,1
Premium,Poland,2005-11,247,1
Premium,Poland,2005-12,313,1
Premium,Poland,2006-01,464,1
Premium,Poland,2006-02,857,1
Premium,Poland,2006-03,614,1
Premium,Poland,2006-04,952,1
Premium,Poland,2006-05,1776,2
Premium,Poland,2006-06,3087,2
Premium,Poland,2006-07,2155,2
Premium,Poland,2006-08,1726,2
Premium,Poland,2006-09,2392,2
Premium,Poland,2006-10,1249,2
Premium,Poland,2006-11,681,2
Premium,Poland,2006-12,1222,3
Premium,Poland,2007-01,2532,4
Premium,Poland,2007-02,4284,5
Premium,Poland,2007-03,7207,5
Premium,Poland,2007-04,4746,5
Premium,Poland,2007-05,2878,6
Premium,Poland,2007-06,4767,6
Premium,Poland,2007-07,5256,8
Premium,Poland,2007-08,5723,10
Premium,Poland,2007-09,6141,9
Premium,Poland,2007-10,6735,11
Premium,Poland,2007-11,6362,11
Premium,Poland,2007-12,7178,11
Premium,Poland,2008-01,7972,11
Premium,Poland,2008-02,6743,11
Premium,Poland,2008-03,8749,11
